median velocity,median direction,direction dispersion,is wave,#contours,mass center,is steady
21.25,224.077,0.778,True,71,"(51.67, 16.36)",True
8.011,246.3,0.698,True,79,"(53.57, 20.64)",True
8.948,244.736,0.632,True,75,"(54.44, 19.43)",True
10.988,245.176,0.767,True,124,"(50.06, 29.34)",False
10.817,253.849,0.599,True,100,"(52.43, 19.81)",True
8.398,264.909,0.723,True,98,"(50.69, 19.44)",False
6.58,262.038,0.641,True,96,"(51.18, 24.72)",False
7.189,294.363,0.348,True,80,"(50.78, 28.82)",False
4.285,252.863,1.203,True,89,"(50.59, 32.97)",False
5.603,241.894,0.749,True,70,"(48.66, 30.05)",False
4.868,244.832,0.994,True,70,"(51.7, 29.55)",False
7.117,267.967,0.908,True,65,"(52.77, 29.6)",False
3.48,244.77,0.893,True,74,"(55.97, 35.82)",False
5.868,304.658,1.244,True,64,"(56.42, 37.09)",False
2.986,243.447,0.949,True,71,"(55.27, 38.79)",True
4.39,239.547,0.921,True,63,"(63.07, 39.61)",False
3.496,229.019,0.729,True,61,"(61.77, 36.58)",False
5.27,271.497,0.911,True,55,"(59.64, 41.15)",False
3.886,231.4,0.313,True,56,"(60.43, 35.49)",False
5.136,246.844,0.776,True,57,"(57.1, 36.41)",False
3.391,261.843,0.757,True,68,"(56.99, 37.19)",False
8.635,269.645,0.764,True,65,"(57.56, 34.43)",False
6.845,291.71,0.398,True,58,"(57.73, 30.87)",False
7.258,305.122,0.989,True,63,"(61.09, 34.59)",False
5.382,284.798,0.989,True,52,"(61.71, 31.7)",True
4.185,275.561,0.52,True,46,"(60.66, 30.84)",True
4.56,316.543,0.469,True,47,"(55.94, 26.91)",True
13.449,299.926,0.443,True,55,"(55.11, 32.19)",True
6.713,281.145,0.86,True,45,"(54.86, 29.96)",True
8.423,296.34,0.481,True,48,"(53.49, 30.58)",True
7.997,260.312,0.563,True,52,"(48.71, 32.66)",True
11.984,296.596,0.605,False,49,"(41.36, 29.9)",False
13.016,309.145,0.228,False,48,"(49.63, 34.72)",False
18.598,312.178,0.094,False,50,"(45.45, 32.95)",False
13.366,299.687,0.339,False,48,"(46.25, 29.8)",False
11.031,305.828,0.071,False,59,"(35.06, 29.18)",True
19.264,303.058,0.136,False,55,"(36.58, 31.4)",False
13.754,298.072,0.397,False,54,"(41.94, 32.19)",True
17.119,297.839,0.252,False,53,"(43.78, 35.89)",True
19.043,298.465,0.277,False,52,"(40.27, 36.29)",True
8.945,262.74,0.946,False,46,"(45.47, 32.09)",True
20.082,299.197,0.378,False,54,"(38.54, 33.95)",True
24.203,300.126,0.251,False,53,"(39.63, 34.06)",True
20.62,294.827,0.296,False,64,"(39.61, 36.48)",True
24.673,294.649,0.157,False,54,"(44.22, 40.32)",True
21.275,295.607,0.431,False,45,"(42.32, 37.92)",True
21.722,296.778,0.198,False,60,"(49.76, 30.58)",True
24.126,298.818,0.139,False,52,"(49.32, 31.28)",True
14.427,295.45,0.755,False,50,"(50.46, 32.84)",True
13.611,285.481,0.686,False,42,"(47.34, 34.54)",True
17.477,296.055,0.18,False,47,"(53.65, 28.22)",True
15.423,288.954,0.476,False,39,"(50.41, 30.61)",True
19.562,292.219,0.401,False,44,"(48.31, 26.66)",True
13.065,254.036,0.728,False,33,"(55.75, 21.32)",True
2.255,248.863,0.675,False,42,"(45.13, 26.83)",True
7.57,256.555,0.536,False,46,"(47.4, 27.5)",True
13.595,288.359,0.76,False,53,"(43.35, 22.1)",True
14.666,290.756,0.536,False,59,"(41.18, 25.72)",True
15.079,249.346,0.359,False,50,"(38.21, 25.31)",True
23.065,317.494,0.44,False,51,"(40.21, 20.08)",True
15.848,293.217,0.395,False,74,"(40.51, 17.55)",True
19.732,307.063,0.339,False,72,"(49.31, 22.21)",True
17.384,276.752,0.634,False,62,"(46.9, 20.73)",True
24.957,316.043,0.31,False,48,"(48.61, 21.9)",True
20.035,292.367,0.63,False,39,"(59.64, 28.71)",True
14.846,305.675,0.408,False,23,"(59.29, 21.2)",True
9.269,273.583,0.609,False,18,"(63.53, 23.96)",False
7.374,244.914,0.994,False,26,"(64.06, 43.55)",True
0.005,239.754,0.526,False,23,"(67.54, 34.38)",True
7.506,275.485,0.588,False,19,"(58.29, 40.67)",True
8.792,276.775,0.694,False,18,"(61.31, 36.89)",True
13.396,268.151,0.004,False,18,"(75.25, 28.22)",True
0.077,278.922,0.614,False,21,"(69.79, 27.74)",True
11.108,241.43,0.699,False,41,"(44.78, 22.91)",True
14.228,292.298,1.174,False,59,"(39.59, 29.18)",True
40.9,321.141,0.44,False,46,"(33.2, 32.89)",True
10.525,297.877,0.671,False,66,"(29.48, 21.84)",True
14.259,324.287,0.225,False,57,"(31.81, 23.07)",True
18.346,315.6,0.431,False,91,"(30.06, 25.24)",False
12.351,308.942,0.455,False,66,"(38.99, 23.86)",True
22.14,320.628,0.744,False,46,"(45.0, 32.45)",True
19.823,226.771,0.706,False,51,"(49.28, 28.64)",True
7.534,262.266,0.787,True,79,"(48.86, 19.25)",False
9.962,324.824,0.266,True,69,"(44.29, 27.73)",True
19.79,329.479,0.8,True,71,"(38.43, 27.25)",True
14.942,269.225,0.83,True,69,"(43.83, 31.09)",True
21.789,315.77,0.367,True,72,"(45.05, 27.44)",True
11.755,302.528,1.097,True,64,"(51.46, 30.09)",True
9.275,325.424,0.752,True,61,"(57.97, 31.14)",True
13.181,332.191,0.761,True,47,"(58.96, 27.69)",True
6.665,292.222,0.561,True,44,"(60.84, 34.28)",True
2.23,304.479,0.596,True,63,"(48.14, 34.07)",True
6.466,313.237,0.398,True,63,"(48.48, 32.49)",True
10.678,297.381,0.85,True,61,"(36.49, 32.61)",True
13.108,233.719,1.422,True,57,"(37.06, 30.02)",False
17.107,283.847,1.251,True,53,"(48.09, 32.87)",True
3.974,284.431,1.088,True,56,"(46.22, 26.19)",False
5.244,312.28,0.428,True,48,"(45.43, 23.09)",False
11.646,342.001,0.964,True,43,"(40.36, 20.63)",False
16.379,276.315,1.101,True,37,"(45.76, 19.75)",False
16.232,325.859,1.431,True,52,"(43.34, 19.81)",False
33.94,340.876,0.817,True,67,"(43.04, 19.31)",True
27.829,344.557,0.798,True,64,"(44.44, 21.64)",True
21.804,333.864,0.253,True,50,"(44.82, 16.71)",True
11.926,328.223,0.521,True,63,"(44.0, 18.59)",True
21.087,336.592,0.83,True,54,"(41.71, 20.43)",True
19.732,345.581,0.393,True,65,"(39.93, 20.69)",False
26.016,344.025,0.065,True,60,"(32.35, 25.03)",True
11.981,322.631,0.933,True,72,"(28.39, 31.28)",True
25.265,328.681,1.078,True,67,"(26.45, 35.17)",True
14.39,340.057,0.105,True,51,"(30.46, 34.93)",True
21.376,341.048,1.282,True,34,"(32.17, 34.5)",True
11.756,342.899,0.275,True,48,"(31.27, 33.09)",True
28.196,333.714,0.076,True,63,"(31.19, 31.13)",True
23.127,329.574,1.169,True,56,"(37.36, 28.54)",True
16.304,335.311,0.607,True,50,"(38.32, 37.02)",True
9.92,285.145,0.336,True,59,"(43.58, 42.34)",True
25.683,349.928,0.406,True,51,"(47.29, 40.41)",True
17.036,337.43,0.563,False,59,"(50.52, 41.3)",True
20.338,337.72,0.857,False,38,"(52.17, 39.81)",True
15.351,345.869,0.534,False,36,"(49.67, 38.34)",True
12.099,325.803,0.366,False,28,"(59.66, 33.7)",True
11.369,337.327,0.219,False,26,"(61.45, 29.98)",True
10.532,303.074,0.644,False,30,"(50.54, 30.83)",True
3.826,317.048,0.948,False,23,"(48.15, 26.7)",True
3.687,274.373,0.688,False,24,"(46.44, 23.46)",True
6.954,261.742,0.865,False,26,"(35.41, 19.27)",True
23.627,334.962,0.291,False,24,"(41.66, 28.97)",True
0.326,229.323,1.433,True,19,"(39.39, 33.23)",True
0.802,258.558,0.264,False,17,"(48.96, 22.73)",True
8.553,222.692,0.863,True,34,"(34.53, 28.27)",True
7.405,224.089,0.817,True,56,"(30.65, 33.3)",True
9.692,341.779,0.661,True,53,"(20.92, 35.99)",True
26.368,350.054,0.797,True,63,"(24.31, 31.9)",True
21.265,334.063,1.407,True,71,"(27.8, 32.3)",True
23.02,334.044,0.52,True,80,"(30.44, 30.89)",False
26.297,343.481,0.253,True,79,"(29.03, 27.63)",False
21.207,341.291,0.423,True,79,"(36.8, 30.79)",False
26.465,335.913,0.164,True,78,"(36.46, 31.35)",False
24.123,326.249,0.559,True,67,"(42.61, 29.71)",True
25.617,351.368,0.162,False,50,"(45.71, 31.74)",True
24.917,319.267,0.734,False,30,"(46.31, 31.22)",True
48.324,310.473,0.624,False,26,"(53.63, 24.04)",True
21.02,315.726,0.651,False,17,"(57.92, 16.14)",True
0.004,311.206,1.237,False,18,"(59.3, 17.12)",True
7.5,271.901,0.193,False,23,"(44.03, 26.71)",True
1.225,285.546,0.758,False,17,"(49.95, 16.3)",True
12.256,280.334,0.593,False,20,"(53.05, 16.46)",True
6.54,256.694,0.532,False,17,"(57.87, 14.81)",True
5.953,271.515,0.367,False,20,"(54.93, 14.99)",True
6.86,246.289,0.52,False,17,"(59.33, 17.62)",True
1.614,276.66,0.659,False,17,"(60.71, 20.1)",True
4.014,261.88,0.602,False,19,"(56.67, 15.55)",True
5.177,242.472,1.43,False,18,"(61.84, 12.98)",True
5.128,311.079,0.217,False,21,"(63.73, 19.19)",True
0.692,236.754,0.688,False,19,"(55.18, 23.61)",True
3.925,253.532,0.857,False,16,"(58.5, 20.35)",True
2.433,299.005,0.605,False,17,"(65.4, 19.33)",True
8.931,306.441,0.943,False,21,"(57.14, 17.91)",True
0.892,243.755,0.749,True,18,"(61.39, 20.01)",True
9.183,318.799,0.833,True,16,"(61.34, 23.91)",True
0.237,239.321,0.631,True,23,"(60.41, 23.86)",False
6.969,318.371,0.791,True,26,"(62.45, 24.33)",False
3.368,297.557,0.939,True,26,"(59.06, 20.34)",False
2.162,246.318,0.547,True,23,"(62.68, 24.51)",False
5.49,267.165,0.972,True,27,"(65.95, 28.42)",False
5.853,298.163,0.226,True,27,"(62.44, 25.99)",False
17.879,237.911,1.263,True,26,"(63.81, 21.47)",False
6.325,261.464,0.769,True,29,"(62.73, 24.29)",True
10.358,269.418,1.158,True,34,"(65.03, 33.56)",True
2.602,281.029,0.983,True,29,"(64.47, 28.57)",True
7.941,286.481,1.27,True,28,"(66.41, 35.42)",True
1.671,258.514,0.788,True,22,"(56.66, 26.88)",True
9.581,278.188,1.552,True,19,"(56.63, 21.08)",True
0.002,264.671,1.206,True,23,"(64.05, 25.0)",True
6.298,312.729,1.059,True,24,"(57.47, 28.84)",True
4.457,295.046,0.757,True,22,"(54.93, 27.9)",True
13.562,311.876,0.65,True,23,"(54.5, 27.29)",True
6.11,321.931,0.673,True,23,"(54.74, 23.73)",True
7.368,310.933,0.246,True,27,"(58.23, 23.88)",True
0.004,315.021,0.997,True,27,"(55.32, 27.27)",True
5.723,304.423,0.58,True,25,"(56.08, 25.17)",True
7.815,321.795,0.368,True,25,"(54.52, 37.73)",True
7.899,309.772,0.39,True,26,"(46.65, 27.15)",True
0.971,273.602,0.875,True,24,"(48.39, 25.59)",True
6.342,313.749,0.834,True,25,"(52.37, 23.66)",True
6.771,236.31,1.077,True,28,"(53.38, 26.27)",True
0.333,299.619,0.851,True,24,"(50.88, 22.64)",True
9.973,317.774,0.483,True,33,"(51.76, 29.27)",True
12.357,307.664,0.532,True,30,"(61.05, 26.9)",True
3.811,298.785,0.56,True,31,"(53.19, 29.25)",True
13.122,320.181,0.299,True,25,"(47.89, 26.9)",True
13.122,320.181,0.299,True,24,"(48.37, 23.49)",True
2.98,295.83,1.16,True,25,"(58.33, 20.67)",True
9.225,308.052,0.715,True,28,"(56.43, 21.5)",True
9.552,280.973,0.832,True,32,"(56.64, 21.87)",True
8.06,321.149,0.37,True,26,"(57.61, 24.61)",True
4.032,318.958,0.86,True,28,"(57.93, 28.18)",True
6.845,309.561,0.892,True,29,"(53.05, 33.38)",True
9.496,316.614,0.56,True,29,"(55.47, 29.93)",True
7.231,301.672,0.727,True,29,"(50.16, 26.37)",True
8.73,293.494,0.909,True,33,"(58.83, 31.09)",True
8.471,304.44,0.997,True,29,"(56.94, 29.76)",True
9.605,314.495,0.938,True,36,"(53.76, 34.62)",True
5.369,306.204,0.985,True,34,"(52.72, 37.83)",True
12.47,312.941,0.589,True,25,"(50.7, 23.2)",True
9.059,258.278,0.879,True,29,"(54.88, 25.59)",True
7.004,303.164,0.666,True,32,"(54.81, 29.51)",True
7.598,224.675,0.881,True,35,"(56.43, 33.86)",True
4.881,314.49,0.726,True,41,"(42.89, 37.7)",True
7.082,279.137,0.224,True,38,"(48.5, 34.33)",True
8.031,304.505,0.504,True,35,"(52.84, 34.59)",True
14.103,291.129,0.511,True,35,"(50.18, 30.29)",True
6.536,308.047,0.2,True,41,"(53.58, 33.56)",True
6.128,293.907,0.803,True,36,"(52.82, 30.37)",True
13.657,309.027,0.872,True,41,"(44.93, 33.16)",True
9.144,314.279,0.719,True,40,"(51.78, 30.8)",True
10.913,311.591,0.545,True,28,"(48.93, 29.59)",True
6.518,294.13,0.434,True,22,"(44.79, 24.26)",True
9.683,313.811,1.34,True,27,"(46.29, 30.79)",True
14.028,303.795,0.791,True,27,"(48.91, 34.09)",True
10.658,304.182,0.284,True,29,"(52.13, 29.66)",True
4.449,290.967,0.875,True,25,"(50.42, 30.52)",True
6.58,299.015,1.126,True,27,"(54.79, 31.24)",True
6.214,317.827,0.977,True,28,"(52.15, 38.39)",True
2.678,308.559,0.868,True,31,"(53.2, 35.62)",True
6.279,305.807,0.433,True,31,"(46.78, 35.45)",True
12.075,220.505,0.774,True,32,"(52.94, 34.93)",True
6.626,271.807,0.746,True,37,"(51.33, 39.43)",True
10.73,254.808,1.109,True,40,"(51.73, 37.76)",True
10.965,317.814,0.921,True,41,"(55.05, 39.44)",True
9.935,314.778,0.512,True,34,"(56.71, 30.16)",True
8.636,308.748,0.187,True,36,"(47.74, 25.59)",True
9.291,308.381,0.464,True,34,"(47.15, 27.91)",True
9.883,278.641,0.822,True,33,"(50.61, 30.02)",True
13.066,276.244,0.436,True,37,"(54.3, 30.39)",True
2.219,303.564,0.445,True,38,"(56.39, 32.98)",True
9.127,297.291,0.791,True,32,"(59.0, 28.68)",True
5.386,264.029,0.345,True,37,"(55.82, 32.92)",True
6.249,291.247,0.819,True,44,"(61.63, 33.15)",True
7.956,289.493,0.802,True,35,"(55.45, 34.14)",True
3.732,308.278,1.342,True,45,"(57.0, 35.24)",True
8.358,313.237,0.716,True,43,"(56.3, 37.18)",True
7.619,325.169,0.527,True,31,"(60.01, 26.44)",True
5.778,312.58,0.95,True,34,"(56.1, 21.87)",True
10.753,306.746,0.767,True,42,"(59.46, 32.79)",True
7.07,229.207,1.237,True,37,"(57.07, 27.98)",True
10.689,226.596,1.928,True,39,"(56.4, 32.28)",True
6.032,322.464,1.196,True,40,"(57.94, 28.62)",True
8.36,327.501,0.648,True,40,"(57.22, 27.7)",True
7.763,337.096,0.679,True,42,"(60.28, 27.95)",True
12.222,325.26,0.955,True,42,"(53.9, 32.0)",True
7.555,329.51,0.663,True,39,"(57.68, 26.45)",True
7.327,329.766,1.049,True,34,"(53.05, 22.89)",True
9.129,311.622,1.237,True,37,"(54.14, 27.73)",True
4.539,269.194,0.914,True,32,"(54.1, 29.3)",True
7.238,279.698,0.883,True,31,"(57.11, 30.88)",True
11.018,311.842,0.96,True,35,"(56.91, 29.17)",True
8.584,289.104,1.12,True,40,"(49.6, 35.18)",True
6.24,318.996,0.868,True,63,"(60.85, 29.39)",True
6.815,315.233,0.479,True,51,"(61.38, 37.15)",True
6.711,317.774,0.502,True,38,"(60.22, 29.1)",True
4.946,226.64,1.314,True,38,"(60.2, 31.07)",True
5.946,271.711,0.686,True,37,"(60.47, 29.66)",True
5.587,301.778,0.837,True,45,"(58.87, 30.3)",True
5.185,308.364,1.14,True,44,"(60.88, 29.56)",True
6.496,297.901,0.714,True,45,"(57.73, 24.47)",True
6.029,320.236,0.534,True,51,"(63.25, 34.92)",True
5.728,306.353,0.504,True,52,"(61.41, 32.89)",True
6.104,318.793,0.509,True,46,"(60.4, 37.51)",True
5.941,323.81,0.5,True,39,"(52.76, 38.96)",True
5.138,304.664,0.886,True,41,"(55.86, 31.05)",True
4.575,301.103,0.763,True,35,"(60.39, 33.35)",True
8.924,301.123,0.599,True,44,"(63.23, 30.3)",True
5.226,302.533,0.278,True,45,"(62.4, 27.79)",True
4.065,300.254,0.836,True,51,"(62.29, 31.44)",True
5.671,309.846,0.281,False,54,"(65.15, 29.46)",True
4.872,282.397,0.473,False,65,"(56.91, 27.37)",True
5.724,300.265,0.586,False,74,"(58.19, 32.18)",False
5.634,300.228,0.684,False,61,"(56.48, 32.14)",True
5.997,284.24,0.275,False,73,"(53.35, 30.59)",True
5.59,314.186,0.562,False,69,"(54.29, 29.94)",True
5.227,302.501,0.687,False,66,"(53.98, 31.77)",True
5.211,276.855,0.409,False,72,"(51.44, 30.13)",True
5.293,288.103,0.277,False,66,"(59.21, 28.11)",True
5.256,280.744,0.163,False,73,"(61.32, 31.45)",True
3.933,279.95,0.286,False,71,"(53.95, 27.62)",True
7.675,285.409,0.391,False,62,"(55.92, 27.86)",True
5.189,259.918,0.388,False,62,"(54.41, 24.71)",True
4.18,288.851,0.755,False,55,"(58.55, 24.67)",True
5.052,276.964,0.314,False,63,"(60.61, 25.97)",True
5.549,279.136,0.235,False,67,"(59.46, 33.27)",True
5.165,290.022,0.256,False,65,"(63.54, 29.22)",True
6.799,289.983,0.311,False,60,"(62.81, 23.11)",True
5.427,295.483,0.166,False,68,"(60.78, 23.97)",True
4.753,287.235,0.298,False,67,"(61.68, 23.7)",True
5.906,283.763,0.547,False,78,"(64.54, 23.37)",True
4.151,291.444,0.078,False,91,"(63.08, 23.57)",False
3.987,297.2,0.449,False,90,"(62.41, 23.59)",True
5.479,275.985,0.085,False,92,"(63.25, 26.2)",True
3.085,270.856,0.185,False,104,"(62.32, 25.09)",False
3.661,276.012,0.079,False,97,"(61.32, 26.92)",True
3.835,269.241,0.274,False,96,"(64.04, 22.94)",True
3.747,268.349,0.369,False,81,"(63.36, 24.01)",True
3.955,259.868,0.337,False,72,"(65.47, 24.8)",True
5.405,281.036,0.332,False,85,"(64.79, 26.14)",True
4.012,260.324,0.52,False,74,"(62.6, 27.92)",True
7.154,277.548,0.347,False,72,"(66.61, 27.13)",True
5.967,258.794,0.327,False,83,"(67.42, 28.48)",True
4.775,258.376,0.18,False,87,"(70.28, 28.74)",True
5.375,258.138,0.12,False,108,"(67.01, 27.85)",False
3.585,252.336,0.097,False,103,"(66.43, 28.59)",True
4.766,250.769,0.485,False,82,"(68.15, 26.04)",True
3.521,242.665,0.144,False,105,"(66.63, 29.33)",True
4.238,233.46,0.351,False,112,"(66.47, 31.5)",False
4.955,232.386,0.114,False,89,"(67.78, 32.84)",True
5.911,238.314,0.275,False,94,"(68.01, 31.94)",True
4.294,236.513,0.242,False,103,"(69.09, 34.45)",False
4.05,233.531,0.168,False,101,"(68.32, 33.74)",True
5.346,236.774,0.077,False,98,"(72.94, 35.79)",True
5.982,237.468,0.263,False,92,"(69.75, 36.46)",True
4.875,232.389,0.248,False,94,"(67.26, 36.52)",True
5.73,237.487,0.253,False,78,"(68.07, 35.93)",True
5.477,238.762,0.425,False,75,"(68.89, 38.63)",True
5.756,239.173,0.191,False,68,"(68.4, 32.62)",True
7.204,251.63,0.225,False,70,"(68.8, 36.15)",True
5.134,244.261,0.174,False,65,"(67.15, 38.31)",True
6.627,253.305,0.409,False,65,"(64.25, 37.83)",True
7.843,246.99,0.397,False,61,"(62.38, 36.32)",True
7.033,248.956,0.661,False,59,"(64.54, 34.31)",True
6.902,251.717,0.248,False,68,"(64.17, 38.3)",True
7.222,265.689,0.274,False,67,"(64.98, 34.91)",True
6.984,255.215,0.242,False,58,"(64.46, 31.81)",True
6.98,249.385,0.211,False,65,"(67.51, 37.19)",True
8.094,245.064,0.149,False,68,"(65.28, 32.83)",True
5.161,237.152,0.107,False,70,"(62.14, 35.75)",True
7.119,241.483,0.433,False,66,"(64.83, 33.93)",True
6.208,244.716,0.294,False,64,"(64.96, 28.56)",True
7.277,249.418,0.535,False,70,"(63.07, 33.94)",True
8.478,265.15,0.302,False,67,"(58.88, 38.32)",True
7.715,275.593,0.275,False,57,"(60.38, 36.05)",True
7.861,259.764,0.214,False,54,"(59.43, 28.87)",False
7.312,271.597,0.277,False,64,"(58.9, 31.86)",False
7.003,274.606,0.61,False,56,"(61.39, 31.64)",True
6.736,259.657,0.508,False,58,"(64.9, 33.85)",True
6.81,260.384,0.176,False,60,"(60.66, 30.0)",False
6.995,239.718,0.236,False,63,"(60.19, 30.08)",False
8.974,248.058,0.161,False,61,"(60.87, 29.36)",False
6.557,239.38,0.616,False,63,"(60.62, 37.04)",True
7.05,249.807,0.385,False,53,"(57.47, 30.71)",True
8.47,245.746,0.313,False,62,"(56.26, 30.35)",True
8.379,248.79,0.478,False,55,"(52.46, 27.74)",True
7.237,248.387,0.487,False,61,"(58.25, 23.74)",True
8.093,253.408,0.116,False,57,"(56.49, 26.01)",True
8.004,250.065,0.229,False,48,"(54.6, 24.62)",True
7.776,253.077,0.287,False,82,"(55.98, 29.61)",True
7.818,245.823,0.147,False,71,"(57.91, 29.66)",True
9.066,244.604,0.301,False,68,"(53.68, 27.98)",True
7.838,239.949,0.301,False,58,"(56.3, 31.87)",True
6.656,246.896,0.553,False,45,"(53.19, 28.75)",True
9.085,239.105,0.253,False,53,"(49.75, 33.15)",True
8.908,245.99,0.281,False,59,"(52.66, 28.39)",True
7.532,240.425,0.591,False,47,"(53.51, 27.41)",True
9.353,238.549,0.095,False,62,"(52.71, 25.41)",True
8.162,233.559,0.625,False,57,"(55.13, 22.25)",True
8.941,235.428,0.052,False,63,"(54.22, 26.41)",True
6.396,222.981,0.399,False,71,"(55.38, 26.83)",True
7.229,243.583,0.347,False,65,"(49.96, 29.73)",True
6.306,239.618,0.107,False,69,"(47.91, 27.62)",True
8.389,244.617,0.279,False,78,"(50.1, 28.65)",True
8.717,237.149,0.365,False,85,"(51.78, 27.37)",True
9.792,234.21,0.262,False,85,"(55.83, 26.45)",True
9.038,233.837,0.061,False,80,"(52.46, 26.26)",True
10.442,234.168,0.187,False,110,"(52.61, 29.84)",False
9.789,226.116,0.051,False,97,"(50.89, 26.71)",False
9.407,231.589,0.117,False,113,"(51.8, 29.46)",False
8.977,233.059,0.11,False,102,"(50.34, 26.96)",False
9.7,228.209,0.148,False,97,"(51.8, 27.53)",True
11.297,232.272,0.159,False,97,"(55.4, 28.37)",True
11.341,221.428,0.052,False,105,"(53.01, 29.75)",False
10.618,226.611,0.163,False,105,"(50.89, 32.88)",False
8.979,225.414,0.101,False,104,"(49.34, 28.02)",True
10.807,228.493,0.224,False,98,"(48.71, 29.5)",False
12.495,221.222,0.064,False,103,"(48.8, 29.59)",True
9.901,233.475,0.206,False,98,"(47.97, 28.45)",True
11.018,225.468,0.072,False,116,"(46.14, 27.7)",False
11.798,224.528,0.077,False,92,"(48.74, 27.75)",True
13.403,223.645,0.083,False,110,"(51.95, 28.68)",False
12.13,231.713,0.102,False,113,"(52.38, 28.2)",False
12.762,221.499,0.35,False,105,"(51.28, 29.49)",False
11.19,228.454,0.102,False,86,"(50.81, 29.87)",False
13.424,227.131,0.424,False,75,"(53.45, 27.77)",False
14.788,229.423,0.335,False,88,"(51.15, 30.05)",False
13.121,238.251,0.337,False,95,"(49.53, 28.37)",False
15.811,219.993,0.1,False,89,"(49.65, 29.08)",True
16.399,221.253,0.157,False,95,"(47.44, 29.84)",False
13.313,225.103,0.296,False,103,"(49.17, 29.26)",True
11.43,226.821,0.315,False,113,"(44.32, 31.42)",True
13.962,220.833,0.423,False,97,"(44.92, 35.55)",True
14.116,228.024,0.242,False,85,"(44.83, 28.97)",True
13.368,226.792,0.164,False,87,"(44.51, 29.77)",True
15.646,224.093,0.103,False,82,"(44.44, 31.47)",True
16.536,226.119,0.098,False,70,"(48.17, 31.54)",True
16.133,228.364,0.028,False,74,"(47.61, 35.49)",True
16.74,227.438,0.16,False,74,"(47.89, 36.48)",True
14.744,228.844,0.34,False,62,"(42.73, 38.72)",False
17.08,227.229,0.483,False,62,"(45.9, 31.05)",False
11.657,227.688,0.019,False,57,"(49.57, 38.21)",False
15.434,228.704,0.061,False,71,"(50.76, 35.17)",True
15.691,232.402,0.187,False,52,"(51.35, 34.77)",False
9.794,234.543,0.223,False,67,"(51.18, 35.08)",True
8.484,279.666,0.88,False,61,"(51.04, 38.61)",True
12.648,228.309,0.102,False,60,"(45.88, 34.61)",True
14.149,223.129,0.193,False,61,"(46.1, 37.95)",False
14.127,228.273,0.303,False,70,"(49.31, 32.87)",True
7.798,245.433,0.165,False,68,"(50.38, 35.12)",False
12.122,221.534,0.436,False,65,"(47.8, 36.21)",False
15.138,224.729,0.037,False,58,"(44.81, 34.78)",True
14.633,227.988,0.195,False,49,"(44.37, 36.93)",True
12.345,228.577,0.372,False,51,"(44.51, 38.23)",True
9.346,221.975,0.191,False,59,"(47.63, 36.27)",True
16.099,227.741,0.039,False,56,"(51.46, 30.8)",True
6.909,229.13,0.882,False,60,"(53.49, 31.43)",True
10.683,224.256,0.148,False,54,"(48.42, 29.93)",True
10.438,215.888,0.204,False,61,"(49.38, 24.75)",False
12.851,225.786,0.585,False,54,"(50.36, 31.91)",False
11.417,227.879,0.491,False,56,"(51.61, 32.52)",False
11.879,216.098,0.068,False,52,"(51.41, 36.05)",True
13.443,218.243,0.103,False,58,"(48.0, 30.25)",True
7.628,215.626,0.397,False,55,"(44.73, 29.75)",True
3.036,265.007,0.828,False,65,"(43.4, 28.99)",True
10.93,214.767,0.542,False,49,"(45.29, 29.14)",True
7.641,199.317,0.244,False,52,"(42.9, 27.74)",True
9.948,212.285,0.299,False,46,"(44.47, 29.32)",True
9.033,226.687,0.642,False,48,"(48.3, 32.75)",True
8.215,219.469,0.343,False,49,"(44.51, 32.19)",True
9.487,219.961,0.004,False,52,"(47.17, 29.92)",True
10.059,211.315,0.021,False,63,"(48.74, 26.96)",True
7.022,216.331,0.286,False,59,"(45.6, 28.61)",True
6.546,235.456,0.015,False,71,"(48.69, 30.05)",True
10.434,220.138,0.054,False,64,"(49.92, 26.6)",True
10.103,211.487,0.385,False,83,"(52.55, 27.38)",True
12.703,215.733,0.456,False,77,"(52.78, 28.61)",True
8.902,222.324,0.451,False,90,"(48.79, 29.84)",False
10.095,214.017,0.118,False,87,"(53.11, 28.08)",True
9.081,210.443,0.161,False,78,"(49.64, 31.08)",True
11.841,217.724,0.014,False,76,"(49.03, 31.0)",True
8.418,212.04,0.022,False,73,"(46.09, 30.86)",True
9.478,219.953,0.037,False,73,"(48.02, 30.59)",True
11.338,213.189,0.296,False,66,"(49.73, 36.38)",True
8.633,232.878,0.222,False,76,"(47.91, 31.37)",True
8.255,230.756,0.398,False,78,"(48.4, 38.36)",True
8.658,217.322,0.091,False,82,"(49.22, 35.11)",True
10.081,229.708,0.287,False,77,"(46.61, 36.21)",True
9.231,234.557,0.059,False,79,"(49.37, 35.02)",True
8.278,235.299,0.048,False,79,"(47.24, 34.49)",True
9.923,253.159,0.312,False,84,"(47.13, 35.46)",True
8.54,242.105,0.063,False,79,"(48.84, 32.57)",True
8.929,252.519,0.267,False,80,"(44.52, 34.46)",True
8.855,243.313,0.092,False,79,"(43.42, 32.53)",True
10.227,255.744,0.115,False,75,"(44.0, 30.52)",True
10.575,258.484,0.234,False,74,"(47.6, 33.75)",True
9.873,246.003,0.246,False,85,"(44.22, 33.81)",True
11.22,265.153,0.094,False,84,"(41.01, 37.96)",True
10.974,266.189,0.134,False,90,"(41.26, 33.41)",True
